en,es
"But children can be shaped by many forces that are often intertwined, like successful parents, successful genes, successful peers and a culture of success that they grow up in.","['Pero los niños pueden ser formados por muchas fuerzas como padres exitosos, genes exitosos, parejas exitosas y una cultura de éxito en la que crecen.']"
"This can make it hard to know which forces influence who children become.""OK,"" you might think, ""yes, it's hard to pull apart all these possible forces, but we can make pretty good guesses about the importance of parents.""Perhaps.","['Esto puede hacer difícil saber cuáles fuerzas influyen a quiénes se convierten.""Bien"", pueden pensar, ""sí, es difícil sacar todas estas posibles fuerzas, pero podemos hacer bastante buenas adivinaciones sobre la importancia de los padres"".Pero podemo']"
"Well, how many of you know how a bicycle works?","['Bueno, ¿cuántos saben cómo funciona una bicicleta?']"
"Right, you've seen people riding bikes, maybe you've ridden one yourself or even tried to teach someone else how to do it.","['Correcto, han visto gente corriendo bicicletas, quizás la han corrido o incluso intentar enseñarle a otra persona a hacerlo.']"
"Just like parenting -- you've seen people doing it, maybe you've done it yourself or even tried to teach someone else how to do it.","['A diferencia de la crianza, han visto a la gente lo haciendo, quizás lo han hecho o incluso intentar enseñarle a otra persona a hacerlo.']"
We can feel confident about what we know.,['Podemos sentirnos seguros de lo que sabemos.']
"When we say we know how a bicycle works, we think we have something in our heads like this.","['Cuando decimos que sabemos cómo funciona una bicicleta, creemos que tenemos algo en nuestra cabeza.']"
Something that relates the pedals to the chain and to the wheels.,['Algo que relaciona los pedales con la cadena y a las ruedas.']
"But when you ask people to explain how a bicycle works, they produce drawings like this.","['Pero cuando le piden a la gente que explique cómo funciona una bicicleta, producen dibujos como esto.']"
And like this.,['Y como esto.']
 People have no idea how bicycles work.,[' La gente no tiene idea de cómo funcionan las bicicletas.']
"Or zippers or rainbows, or even topics they argue passionately about.","['O sacadores o sombreros, o incluso temas que argumentan pasionadamente.']"
"When you push people to explain how these things work, they usually can't.","['Cuando la gente explica cómo funcionan estas cosas, normalmente no pueden.']"
"Just caring about something, like parenting, or feeling confident about it, doesn't guarantee that we understand it.","['Simplemente cuidar de algo, como la crianza, o sentirnos seguros de ello, no garantiza que lo entendamos.']"
"And everyone can't possibly be right about how parenting works, given how wildly beliefs have varied.","['Y todos no pueden estar correctos sobre cómo funciona la crianza, dado cuántas creencias han variado.']"
"Mothers in a hunter-gatherer society regretted when their children cut themselves themselves while playing with knives, but they thought the cuts were worth the freedom to explore.","['Las madres en una sociedad de cazadores de cazadores recordaron cuando sus hijos se cortaron mientras jugaban con huevos, pero pensaban que los cortes valían la libertad de explorar.']"
"Even within one society like ours, parenting wasn't a common term until the 1970s.","['Incluso en una sociedad como nuestra, la crianza no era un término común hasta los 70.']"
"Before then, parents weren't viewed as active shapers of children's futures.","['Antes de eso, los padres no fueron vistos como formas activas de los futuros de los niños.']"
"Years from now, people may look back on today's views and feel just as amazed as we feel when hearing about other times and places.","['Desde hace años, la gente puede ver las vistas de hoy y sentirse tan increíbles como lo sentimos cuando escuchamos sobre otras veces y lugares.']"
"The science could help parents, and potential parents like my student, to understand how they actually shape who their children become.","['La ciencia podría ayudar a los padres, y padres potenciales como mi estudiante, a entender cómo se convierten en sus hijos.']"
Millions of children have been studied to disentangle all those shaping forces that are usually intertwined.,['Millones de niños han sido estudiados para desentangular todas esas fuerzas de forma que son generalmente interconectadas.']
"These studies follow identical twins and fraternal twins and plain old siblings growing up together or adopted and raised apart.And it turns out that growing up in the same home does not make children noticeably more alike in how successful they are, or ho","['Estos estudios siguen gemelos idénticos, gemelos fraternos y hermanos planos creciendo juntos o adoptados y criados juntos.Y resulta que crecer en el mismo hogar no hace que los niños sean más como los niños.']"
"On the one hand, these findings seem unbelievable.","['Por un lado, estos encuentros parecen increíbles.']"
Think about all the ways that parents differ from home to home and how often they argue and whether they helicopter and how much they shower their children with love.,"['Piensen en todas las formas en que los padres difieren de casa a casa y cuánto a menudo argumentan, si helicópteros y cuánto mostran a sus hijos con amor.']"
You would think that would matter enough to make children growing up in the same home more alike than if they had been raised apart.,['Pensarían que eso importaría hacer que los niños crecieran en el mismo hogar más que si hubieran crecido juntos.']
But it doesn't.,['Pero no lo hace.']
"In 2015, a meta analysis, a study of studies, found this pattern across thousands of studies following over 14 million twin pairs across 39 countries.They measured over 17,000 outcomes.And the researchers concluded that every single one of those outcomes i","['En 2015, un meta análisis, un estudio de estudios, encontró este patrón a través de miles de estudios siguiendo más de 14 millones de parejas gemelas en 39 países.Mediron más de 17 000 resultados.Y los investigadores concluyeron que todos los inves']"
So genes influence who children become.,['Así que los genes influyen a quiénes se convierten.']
But genes didn't explain everything.,['Pero los genes no explicaron todo.']
"The environment mattered too, just something in the environment that didn't shape children growing up in the same home to be more alike.","['El entorno también importó, solo algo en el entorno que no formó a los niños que crecieron en el mismo casa ser más así.']"
Some people have looked at these findings and concluded that parenting doesn't matter.,['Algunas personas han visto estos ensayos y concluido que la crianza no importa.']
"That you would have become the same person you are today, regardless of who raised you.","['Que habrían convertido en la misma persona que eres hoy, independientemente de quién te crió.']"
"On the other hand, and really, I should say on the other hands, because there are many caveats to that story, but I'll focus on one.","['Por otro lado, y realmente, debo decirlo por otro lado, porque hay muchos caveados a esa historia, pero me centraré en una.']"
"On the other hand, these findings are not all that shocking.","['Por otro lado, estos encuentros no son tan sorprendentes.']"
If you think about how the same parent could shape different children in different ways.,['Si piensan en cómo el mismo padre podría formar diferentes hijos de diferentes maneras.']
One child might find it helpful when her mother provides structure.,['Un niño podría encontrarlo útil cuando su madre ofrece estructura.']
Her sister might find it's stifling.One child might think his parents are caring when they ask questions about his friends.His brother might think they're being nosy.,['Su hermana puede encontrar que está desapareciendo.Un hijo puede pensar que sus padres están cuidando hacen preguntas sobre sus amigos.Su hermano puede pensar que están estando enfermos.']
"One child might view a divorce as a tragedy, while his sister sees it as a relief.","['Un niño puede ver un divorcio como una tragedia, mientras que su hermana lo ve como una ayuda.']"
"Same event, different experience.","['El mismo evento, diferente experiencia.']"
"My husband and I experienced this concept 20 years ago when we were 30,000 feet over the Atlantic, flying from Chicago to Stockholm to work on a research project.","['Mi esposo y yo experimentamos este concepto hace 20 años cuando teníamos 30 000 metros sobre el Atlántico, volando de Chicago a Stockholm para trabajar en un proyecto de investigación.']"
"The flight attendants were clearing the dinner trays, people were getting ready to sleep.","['Los atendientes de vuelo claraban los trajes de cena, la gente estaba lista para dormir.']"
We hit a patch of bumpy air and a bunch of teenagers whooped in excitement.,['Atrapamos un patrón de aire desconcertante y un montón de adolescentes emocionaron en emoción.']
"Then all of a sudden, the plane was plummeting, children and food carts hit the ceiling.","['De repente, de repente, el avión estaba bromeando, niños y tarjetas de comida saltaron el techo.']"
"The plane seemed to stabilize, but then plummeted again.","['El avión parecía estabilizarse, pero luego se desplazó de nuevo.']"
"The ceiling panels flew up into their compartments from the force, revealing wiring inside.","['Los paneles de techo volaron en sus compartimentos de la fuerza, revelando el cableado dentro.']"
Debris came crumbling down on us.,['Los desechos nos estaban apagando en nosotros.']
People were screaming and sobbing.,['La gente estaba sonriendo y sonriendo.']
The plane plummeted again.,['El avión rompió de nuevo.']
"After an eternity, the pilot came on and announced, ""We don't know what that was.","['Después de una eternidad, el piloto se anunció y anunció: ""No sabemos qué era.']"
"We don't know what's coming.Stay in your seats.""My husband came away from that experience feeling like planes are incredibly safe.","['No sabemos qué está viendo.Manténganse en sus asientos"".Mi esposo salió de esa experiencia sientiendo que los aviones son increíblemente seguros.']"
 The airline sent a letter informing us that we hadn't simply been falling across those thousands of feet of clear air turbulence.,[' La aerolínea nos envió una carta que nos informó que no simplemente habíamos caedo en esos miles de metros de turbulencia clara.']
The plane had been subjected to forces greater than 2G.,['El avión había sido sujetado a fuerzas más que 2G.']
We learned that planes can withstand forces many times larger.,['Aprendimos que los aviones pueden evitar fuerzas muchas veces más grandes.']
So my husband feels safe flying.,['Mi esposo se siente seguro volando.']
He seems genuinely baffled by how anyone could feel otherwise.,['Parece genuinamente asustado por cómo cualquiera podría sentir de lo mismo.']
"I get that concept, but only in the abstract.","['Obtengo ese concepto, pero solo en el abstracto.']"
"I've never been able to fly the same way since.Same event, different experience.","['Nunca he podido volar de la misma manera.Mismo evento, diferentes experiencias.']"
"Just because an event doesn't shape people in the same way, that doesn't mean it had no effect.","['Solo porque un evento no forma a la gente de la misma manera, eso no significa que no tuviera efecto.']"
"Your parenting could be shaping your children, just not in ways that lead them to become more alike.","['Su padre podría estar formando a sus hijos, simplemente no de maneras que les lleven a ser más amables.']"
"Your parenting could be leading your first child to become more serious, your second child to become more relaxed.","['Tu padre podría llevar a su primer hijo a ser más serio, a su segundo hijo a ser más relajado.']"
"Your first child to want to be like you, your second child to want to be nothing like you.","['Su primer hijo que quiere ser como Uds., su segundo hijo que quiere ser nada como Uds.']"
You are flapping your butterfly wings to your hurricane children.,['Estás flapando las alas de botella a sus hijos de huracán.']
This isn't how we typically think about parenting.,['Así no es como pensamos en la crianza.']
It doesn't make for simple advice.,['No hace consejos simples.']
"How could parenting books tell people how to raise successful, happy, self-reliant children, if the same parenting can lead to different outcomes for children in the same home?At this point, you might be thinking, like students in my class sometimes say, ""","['¿Cómo podrían los libros de padres contar a la gente cómo criar hijos exitosos, felices y autorizados, si el mismo padre puede llevar a diferentes resultados para los niños en el mismo casa?En este momento, podrían pensar que están pensando, como e']"
"And maybe it's not worth studying because it's too complicated.""","['Y quizá no vale la pena estudiar porque es demasiado complicado"".']"
But meaning can be made from chaos.,['Pero el sentido puede hacerse del caos.']
"Scientists now understand how babies go from these apparent lumps to become walking, talking, thinking, social independent beings.","['Los científicos ahora entienden cómo los bebés pasan desde estos aparentes caminos a caminar, hablar, pensar, seres independientes sociales.']"
"They understand this process well enough to intervene, to test newborns, for example, and treat them for a genetic condition that used to lead to mental retardation.","['Entienden este proceso bueno para intervenir, para probar nacimientos, por ejemplo, y tratarlos por una condición genética que solía llevar a la retardación mental.']"
Scientists are developing ever more sophisticated understanding of how parents could shape their children's futures.,['Los científicos están desarrollando un entendimiento cada vez más sofisticado de cómo los padres podrían formar el futuro de sus hijos.']
Science can tell us a lot.,['La ciencia nos puede decir mucho.']
But it will never tell us everything.,['Pero nunca nos dirá todo.']
So what can we do with this?,"['Entonces, ¿qué podemos hacer con esto?']"
"First, know that parents matter.","['Primero, saben que los padres importan.']"
"That might seem obvious, but smart people are arguing otherwise, and what seems obvious is not always true, as we've seen.","['Puede parecer obvio, pero las personas inteligentes están diciendo otra cosa, y lo que parece obvio no siempre es cierto, como hemos visto.']"
"Second, know that how parents matter is complex and difficult to predict.","['Segundo, saber cómo importan los padres es complejos y difícil de predecir.']"
"For anyone who has ever been a parent, stop blaming yourself, as if you are in control of your child's path.","['Para cualquiera que haya sido padre, deje de culparse, como si estás en control del camino de su hijo.']"
"You have influence, but you don't have control.","['Tienes influencia, pero no tienes control.']"
"For anyone who has ever been a child, stop blaming your parents.","['Para cualquiera que haya sido niña, deje de culpar a sus padres.']"
 At least for the idea that you are defined by them.,[' Al menos por la idea de que estás definido por ellos.']
Stop blaming other parents.,['Dejen de culpar a otros padres.']
A recent survey of thousands of parents revealed that 90 percent of mothers and 85 percent of fathers feel judged.,['Una encuesta reciente de miles de padres reveló que el 90 % de las madres y el 85 % de los padres se sienten juzgados.']
Close to half feel judged all the time or nearly all the time by people they know and by complete strangers.,['Cerca de la mitad se siente juzgado todo el tiempo o casi todo el tiempo por personas que conocen y por extraños.']
These judgments probably don't reflect what's best for the kids.,['Estos juicios probablemente no reflejan lo mejor para los niños.']
"How could they, given how profoundly parenting has varied around the world and across time?And given how the same parents can shape children under the same roof in such different ways.Even when parents try their best, they can't satisfy everybody.","['¿Cómo podrían, dado cuán profundamente la crianza ha variado en todo el mundo y a través del tiempo?Y dado cómo los mismos padres pueden formar a los niños bajo el mismo techo de maneras tan diferentes.Incluso cuando los padres intentan su mejor, p']"
There's only so much time.,['Solo hay tanto tiempo.']
This is especially true for dragon parents.,['Esto es especialmente cierto para los padres del dragón.']
"The author, Emily Rapp, came up with this term after her baby was diagnosed with Tay-Sachs disease.","['La autora, Emily Rapp, se dio este término después de que su bebé se diagnosticara con enfermedad de Tay-Sachs.']"
She knew then that Ronan would never walk or talk.,['Ella sabía que Ronan nunca caminaría o hablaría.']
He would likely die before turning four.,['Probablemente moriría antes de convertirse en cuatro.']
I did not know that this could also be the fate of my firstborn son.,['No sabía que esto también podría ser el destino de mi primer hijo.']
He was born with a condition that prevents the intestine from absorbing nutrients or water for the body.,['Nació con una condición que previene que el intestino absorba nutrientes o agua para el cuerpo.']
It affects one in five million babies.,['Afecta a uno de cinco millones de bebés.']
One in five million.,['Uno de cinco millones.']
It is so rare that one doctor felt confident telling us that we would be screwed if that's what our baby had.,['Es tan raro que un médico nos sentía confiado diciendo que estaríamos atrapados si eso era nuestro bebé.']
He was the one who had to break the news to us later.,['Era el que tenía que romper las noticias después.']
"Dragon parents have a lot to say about parenting, even though they know their children will die young, or in my case, even if we have no idea whether our babies will live.Emily Rapp wrote, ""We will not launch our children into a bright and promising future","['Los padres de dragón tienen mucho que decir sobre la crianza, aunque saben que sus hijos murirán jóvenes, o en mi caso, incluso si no tenemos idea de si nuestros bebés vivirán.Emily Rapp escribió: ""No lanzaremos a nuestros hijos en el caso de que nu']"
"We are dragon parents, fierce and loyal and loving as hell.","['Somos padres de dragón, fiertes y amables y amables como hombre.']"
"Our experiences have taught us how to parent for the here and now, for the sake of parenting, for the humanity implicit in the act itself.","['Nuestras experiencias nos han enseñado a criar aquí y ahora, por supuesto a la crianza, por la humanidad implícita en el acto mismo.']"
"Parenting, I've come to understand, is about loving my child today, now.","['La crianza, llegué a entender, se trata de amar a mi hijo hoy, ahora.']"
"In fact, for any parent anywhere, that's all there is.","['De hecho, para cualquier padre, eso es todo lo que hay.']"
I had thought that my expertise in child development would help prepare me for becoming a parent.,['Había pensado que mi experiencia en el desarrollo infantil me ayudaría a prepararme para convertirme en padre.']
"Instead, becoming a parent helped me to see the science in a whole new light.","['En cambio, convertirme en padre me ayudó a ver la ciencia en una nueva luz.']"
"So third, appreciate how powerful the moments can be because of what they mean for you and your child right now, not because of what they mean for your child long term, which you do not know.The activist Andrew Solomon noted, ""Though many of us take pride ","['Entonces, tercero, aprecien lo poderoso que los momentos pueden ser por lo que significan para ti y tu hijo ahora, no por lo que significan para tu hijo a largo plazo, lo que no saben.El activista Andrew Solomon notó que el activista Andrew Solomon notó']"
If we can embrace the complexity of our children's development that can transform how we approach those parenting decisions we face each day and empower us to realize how much more there is to having a child than trying to shape a specific outcome.,['Si podemos abrazar la complejidad del desarrollo de nuestros hijos que puede transformar cómo enfocamos esas decisiones de crianza que enfrentamos cada día y nos empoderarnos a darnos cuenta de cuánto más hay que tener un niño que tratar de tener un ']
"So much more, which I appreciate every day in moments with my firstborn son, who is thriving and with his younger brother and the unique paths they are taking.","['Mucho más, que aprecio todos los días en momentos con mi primer hijo, que está trabajando y con su hermano más jóven y los caminos únicos que están tomando.']"
We are not screwed.,['No estamos atrapados.']
" The science of parents and children, butterflies and their hurricanes, can free people to focus on what is most important and meaningful in our lives.","[' La ciencia de los padres y los niños, las botellas y sus huracanes, puede liberar a la gente a centrarse en lo más importante y significativo en nuestras vidas.']"
This can make the experience of being a parent and the experience of having been a child more realistic and satisfying for everyone involved.,['Esto puede hacer que la experiencia de ser padre y de haber sido un niño más realista y satisfactoria para todos los involucrados.']
"And that, I think, is very relevant to being a good parent.","['Y eso, creo, es muy relevante para ser un buen padre.']"
"As an actor, I get scripts and it's my job to stay on script, to say my lines and bring to life a character that someone else wrote.","['Como actor, recibo guiones y es mi trabajo mantenerme en guiones, decir mis líneas y traer a la vida un personaje que otro escribió.']"
"Over the course of my career, I've had the great honor playing some of the greatest male role models ever represented on television.You might recognize me as ""Male Escort #1."" ""Photographer Date Rapist,"" ""Shirtless Date Rapist"" from the award-winning ""Spri","['En el transcurso de mi carrera, he tenido el gran honor jugando a algunos de los mayores modelos de rol masculino representados en la televisión.Pueden reconocerme como ""Masculina Escort #1"". ""Masculina Escort Masculina"", ""Masculina Escort Masculina"".']"
" ""Shirtless Medical Student,"" ""Shirtless Steroid-Using Con Man"" and, in my most well-known role, as Rafael.","[' ""Estudiante médico sin camisa"", ""Hombre sin camisa"" y, en mi papel más bien conocido, Rafael.']"
" A brooding, reformed playboy who falls for, of all things, a virgin, and who is only occasionally shirtless.","[' Un juguete reformado y reformado que cae, de todas maneras, un virgen, y que es ocasionalmente sin camisa.']"
" Now, these roles don't represent the kind of man I am in my real life, but that's what I love about acting.","[' Estos roles no representan el tipo de hombre que estoy en mi vida real, pero eso es lo que me encanta de actuar.']"
I get to live inside characters very different than myself.,['Vivo dentro de personajes muy diferentes a mí.']
"But every time I got one of these roles, I was surprised, because most of the men I play ooze machismo, charisma and power, and when I look in the mirror, that's just not how I see myself.","['Pero cada vez que tuve uno de estos papeles, me sorprendí, porque la mayoría de los hombres que juego observan machismo, carisma y poder, y cuando miro en el espejo, no es como me veo.']"
"But it was how Hollywood saw me, and over time, I noticed a parallel between the roles I would play as a man both on-screen and off.I've been pretending to be a man that I'm not my entire life.I've been pretending to be strong when I felt weak, confident w","['Pero fue como Hollywood me vio, y con el tiempo, noté un paralelo entre los papeles que jugaría como hombre en pantalla y abajo.He estado pretendiendo ser un hombre que no soy mi vida.He estado pretendiendo ser fuerte y fuerte.He estado pretendiendo ser']"
"I think for the most part I've just been kind of putting on a show, but I'm tired of performing.","['Creo que por la mayoría he estado poniendo en un programa, pero estoy temprana de actuar.']"
And I can tell you right now that it is exhausting trying to be man enough for everyone all the time.,['Y puedo decirles ahora que es extraño tratar de ser hombre lo suficiente para todos los días.']
Now -- right?,['Ahora... ¿verdad?']
 My brother heard that.,[' Mi hermano lo escuchó.']
"Now, for as long as I can remember, I've been told the kind of man that I should grow up to be.","['Ahora, durante todo lo que puedo recordar, me he dicho al tipo de hombre que debería crecer.']"
"As a boy, all I wanted was to be accepted and liked by the other boys, but that acceptance meant I had to acquire this almost disgusted view of the feminine, and since we were told that feminine is the opposite of masculine, I either had to reject embodyin","['Como niño, todo lo que quería era ser aceptada y agradada por los otros niños, pero esa aceptación significaba que tenía que aceptar esta visión casi desagradable de la femenina, y desde que nos dijimos que la femenina es lo contrario a la masculina']"
This is the script that we've been given.,['Este es el guion que hemos dado.']
Right?,['¿Cierto?']
"Girls are weak, and boys are strong.",['Las niñas son débiles y los niños son fuertes.']
"This is what's being subconsciously communicated to hundreds of millions of young boys and girls all over the world, just like it was with me.","['Esto es lo que está comunicando subconscientemente a cientos de millones de niños y chicas de todo el mundo, igual que conmigo.']"
"Well, I came here today to say, as a man that this is wrong, this is toxic, and it has to end.","['Bueno, vine aquí hoy a decir, como hombre que esto está equivocado, es tóxico, y tiene que terminar.']"
" Now, I'm not here to give a history lesson.",[' No estoy aquí para dar una lección de historia.']
"We likely all know how we got here, OK?","['Probablemente todos sabemos cómo llegamos aquí, ¿no?']"
"But I'm just a guy that woke up after 30 years and realized that I was living in a state of conflict, conflict with who I feel I am in my core and conflict with who the world tells me as a man I should be.But I don't have a desire to fit into the current b","['Pero soy solo un tipo que se despertó después de 30 años y me di cuenta de que estaba viviendo en un estado de conflicto, conflicto con quién siento que estoy en mi correcto y con quién el mundo me dice como hombre que debería ser.Pero no tengo una ']"
"And I believe the only way that can happen is if men learn to not only embrace the qualities that we were told are feminine in ourselves but to be willing to stand up, to champion and learn from the women who embody them.","['Y creo que la única manera de ocurrir es si los hombres aprenden a abrazar no sólo las cualidades que nos dijimos son femeninas en nosotros mismos, sino que estar dispuestos a parar, a campeonar y aprender de las mujeres que las emborran.']"
"Now, men --  I am not saying that everything we have learned is toxic.OK?","['Ahora, hombres...  No digo que todo lo que hemos aprendido es tóxico.¿Bien?']"
"I'm not saying there's anything inherently wrong with you or me, and men, I'm not saying we have to stop being men.","['No digo que haya nada inherentemente mal con Uds.o yo, y los hombres, no digo que tenemos que dejar de ser hombres.']"
"But we need balance, right?","['Pero necesitamos equilibrio, ¿no?']"
"We need balance, and the only way things will change is if we take a real honest look at the scripts that have been passed down to us from generation to generation and the roles that, as men, we choose to take on in our everyday lives.","['Necesitamos equilibrio, y la única manera en que las cosas cambiarán es si tomamos un verdadero honesto en los guiones que nos han pasado de generación a generación y los roles que, como hombres, elegimos aprovechar en nuestro cuerpo.']"
"So speaking of scripts, the first script I ever got came from my dad.","['Así que hablando de guiones, el primer guion que recibí vino de mi papá.']"
My dad is awesome.,['Mi papá es increíble.']
"He's loving, he's kind, he's sensitive, he's nurturing, he's here.","['Es amable, amable, sensible, sensible, nutritivo, está aquí.']"
 He's crying.,[' Llora.']
" But, sorry, Dad, as a kid I resented him for it, because I blamed him for making me soft, which wasn't welcomed in the small town in Oregon that we had moved to.","[' Pero, lo siento, Papá, como niño lo resenté, porque lo culpé por hacerme brillante, lo que no estaba bienvenido en el pequeño pueblo de Oregon que habíamos movido.']"
Because being soft meant that I was bullied.,['Porque ser brillante significó que estaba bullida.']
"See, my dad wasn't traditionally masculine, so he didn't teach me how to use my hands.","['Mi papá no era tradicionalmente masculino, así que no me enseñó a usar mis manos.']"
"He didn't teach me how to hunt, how to fight, you know, man stuff.","['No me enseñó a cazar, a luchar, ya saben, cosas hombres.']"
Instead he taught me what he knew: that being a man was about sacrifice and doing whatever you can to take care of and provide for your family.,"['En cambio, me enseñó lo que sabía: ser hombre era sacrificio y hacer lo que puedas para cuidar y proporcionar para su familia.']"
"But there was another role I learned how to play from my dad, who, I discovered, learned it from his dad, a state senator who later in life had to work nights as a janitor to support his family, and he never told a soul.","['Pero había otro papel que aprendí a jugar de mi papá, que, descubrí, lo aprendí de su papá, un senador estadounidense que tenía que trabajar noches como janitor para apoyar a su familia, y nunca le dijo a una alma.']"
That role was to suffer in secret.,['Ese papel era sufrir en secreto.']
"And now three generations later, I find myself playing that role, too.","['Y ahora tres generaciones después, me encuentro jugando ese papel, también.']"
So why couldn't my grandfather just reach out to another man and ask for help?,"['Entonces, ¿por qué no podía mi abuelo salir a otro hombre y pedir ayuda?']"
Why does my dad to this day still think he's got to do it all on his own?,['¿Por qué mi papá todavía piensa que tiene que hacerlo por sí mismo?']
I know a man who would rather die than tell another man that they're hurting.,['Conozco a un hombre que debería morir que decirle a otro hombre que están hambriendo.']
"But it's not because we're just all, like, strong silent types.It's not.A lot of us men are really good at making friends, and talking, just not about anything real.","['Pero no es porque somos solo todos, como, fuertes tipos de silencio.No es no.Muchos de nosotros hombres somos muy buenos en hacer amigos, y hablar, simplemente no sobre nada real.']"
" If it's about work or sports or politics or women, we have no problem sharing our opinions, but if it's about our insecurities or our struggles, our fear of failure, then it's almost like we become paralyzed.","[' Si se trata del trabajo, deporte, política o mujeres, no tenemos problemas compartir nuestras opiniones, pero si se trata de nuestras inseguridades o nuestras luchas, nuestro temor del fracaso, entonces es como si nos paralizamos.']"
"At least, I do.","['Al menos, lo hago.']"
So some of the ways that I have been practicing breaking free of this behavior are by creating experiences that force me to be vulnerable.,['Algunas de las formas en que he estado practicando romper libremente de este comportamiento son creando experiencias que me obligan a ser vulnerable.']
"So if there's something I'm experiencing shame around in my life, I practice diving straight into it, no matter how scary it is -- and sometimes, even publicly.","['Así que si hay algo que experimento vergüenza en mi vida, practico dividir directamente en ella, sin importar lo aterrador que es... y a veces, incluso públicamente.']"
"Because then in doing so I take away its power, and my display of vulnerability can in some cases give other men permission to do the same.","['Porque entonces al hacerlo dejo su poder, y mi display de vulnerabilidad en algunos casos puede dar a otros hombres permiso de hacer lo mismo.']"
"As an example, a little while ago I was wrestling with an issue in my life that I knew I needed to talk to my guy friends about, but I was so paralyzed by fear that they would judge me and see me as weak and I would lose my standing as a leader that I knew","['Como ejemplo, hace un tiempo estaba atrapando con un problema en mi vida que sabía que necesitaba hablar con mis amigos, pero estaba tan paralizada por miedo que me juzgaran y me veían como débil y perdía mi suerte.']"
And guess what?,['¿Y adivinen qué?']
It wasn't until the end of the third day that I finally found the strength to talk to them about what I was going through.,['No fue hasta el final del tercer día que finalmente encontré la fuerza para hablarles de lo que pasaba.']
"But when I did, something amazing happened.","['Pero cuando lo hice, ocurrió algo increíble.']"
"I realized that I wasn't alone, because my guys had also been struggling.","['Me di cuenta de que no estaba sola, porque mis hombres también estaban luchando.']"
"And as soon as I found the strength and the courage to share my shame, it was gone.","['Y tan pronto como encontré la fuerza y el valor para compartir mi vergüenza, se fue.']"
"Now, I've learned over time that if I want to practice vulnerability, then I need to build myself a system of accountability.So I've been really blessed as an actor.I've built a really wonderful fan base, really, really sweet and engaged, and so I decided ","['He aprendido con el tiempo que si quiero practicar la vulnerabilidad, entonces tengo que construir un sistema de contabilidad.Así que me he agradecido como actor.He construido una base de fans maravillosa, realmente dulce, realmente dulce, realmente dulc']"
The response has been incredible.,['La respuesta ha sido increíble.']
"It's been affirming, it's been heartwarming.","['Ha sido afirmando, ha sido calentante.']"
I get tons of love and press and positive messages daily.,"['Obtengo mucho amor, prensa y mensajes positivos diario.']"
But it's all from a certain demographic: women.,['Pero está desde una cierta demografía: las mujeres.']
 This is real.,[' Esto es real.']
Why are only women following me?,['¿Por qué solo las mujeres me siguen?']
Where are the men?,['¿Dónde están los hombres?']
"ear ago, I posted this photo.Now, afterwards, I was scrolling through some of the comments, and I noticed that one of my female fans had tagged her boyfriend in the picture, and her boyfriend responded by saying, ""Please stop tagging me in gay shit.Thx."" A","['Hace un oído, publiqué esta foto.Ahora, después, estaba publicando algunos de los comentarios, y noté que una de mis fans de mujeres había tagado a su novio en la imagen, y su novio respondió diciendo: ""Por favor, detengamos a su novio, y su novio d']"
"So I took a deep breath, and I responded.",['Así que tomé una respiración profunda y respondí.']
"I said, very politely, that I was just curious, because I'm on an exploration of masculinity, and I wanted to know why my love for my wife qualified as gay shit.","['Dije, muy políticamente, que era curioso, porque estoy en una exploración de la masculinidad, y quería saber por qué mi amor para mi esposa se calificó como gay.']"
"And then I said, honestly I just wanted to learn.","['Y luego dije, honestamente quería aprender.']"
" Now, he immediately wrote me back.",[' Inmediatamente me escribió.']
"I thought he was going to go off on me, but instead he apologized.He told me how, growing up, public displays of affection were looked down on.He told me that he was wrestling and struggling with his ego, and how much he loved his girlfriend and how thankf","['Pensé que iba a salir de mí, pero en cambio se dijo.Me dijo cómo, creciendo, los dispositivos públicos de afección se miraron.Me dijo que estaba atrapando y luchando con su ego, y cuánto amaba su ego, y cuánto amaba su ego.']"
"And then a few weeks later, he messaged me again.","['Y unas semanas después, me mensajó de nuevo.']"
This time he sent me a photo of him on one knee proposing.,['Esta vez me envió una foto de él en un dedo propuesto.']
" And all he said was, ""Thank you.""","[' Y todo lo que dijo fue: ""Gracias"".']"
I've been this guy.,['He sido este tipo.']
I get it.,['Lo obtengo.']
"See, publicly, he was just playing his role, rejecting the feminine, right?","['Públicamente, estaba jugando su papel, rechazando la femenina, ¿verdad?']"
"But secretly he was waiting for permission to express himself, to be seen, to be heard, and all he needed was another man holding him accountable and creating a safe space for him to feel, and the transformation was instant.I loved this experience, because","['Pero secretamente estaba esperando permiso para expresarse, para ser visto, escuchado, y todo lo que necesitaba era otro hombre que lo mantenía contento y creaba un espacio seguro para que se sentiera, y la transformación era instante.La transformación']"
 So I tried an experiment.,[' Intenté un experimento.']
"I started posting more stereotypically masculine things --  Like my challenging workouts, my meal plans, my journey to heal my body after an injury.","['Empecé a publicar cosas más estereotípicamente masculinas...  Como mis trabajos desafiantes, mis planes de comida, mi viaje para sanar mi cuerpo después de una herida.']"
And guess what happened?,['¿Y adivinen qué pasó?']
